topic_id,term,nb_news,nb_science,nb_patent,nb_news_topic,nb_science_topic,nb_patent_topic,npmi_news,npmi_science,npmi_patent,npmi_max,npmi_min
5698325,Electronic control unit,2367,219,3032,3212,824,16959,0.7833,0.7257,0.591,0.7833,0.591
5601035,Controller area networks,189,201,870,520,482,3097,0.5762,0.7576,0.5627,0.7576,0.5627
5659060,Control modules,2499,49,11843,4795,957,255485,0.7565,0.5285,0.5246,0.7565,0.5246
6413679,Brake-by-wire,121,18,181,204,122,570,0.5935,0.5647,0.5021,0.5935,0.5021
6254149,Domain controller,565,9,370,1509,118,1417,0.6316,0.4968,0.516,0.6316,0.4968
5632794,Electronic control,2527,232,3305,7211,1876,48363,0.718,0.6665,0.4934,0.718,0.4934
5698933,Body control module,605,3,261,887,10,1190,0.6861,0.5472,0.4861,0.6861,0.4861
5811646,Control area,194,201,894,2034,2227,10841,0.4738,0.6346,0.453,0.6346,0.453
5919815,Vehicle-to-grid,591,90,23,2057,1649,65,0.6119,0.5566,0.4391,0.6119,0.4391
6233325,Drive by wire,191,12,528,614,71,6536,0.5648,0.5587,0.4302,0.5648,0.4302
5690902,Power electronics,2451,307,781,12694,14864,12139,0.6586,0.5335,0.4231,0.6586,0.4231
5722640,Vehicle-to-vehicle,798,142,193,2086,1407,1674,0.6526,0.6248,0.4226,0.6526,0.4226
5691780,Data transmission,445,198,4360,4816,22722,141381,0.5035,0.4451,0.4217,0.5035,0.4217
5611501,Vehicle electrics,71,18,276,1619,326,4571,0.3836,0.497,0.3808,0.497,0.3808
6348763,Local Interconnect Network,18,10,19,29,30,132,0.5225,0.5953,0.3705,0.5953,0.3705
5919751,Vehicle bus,7,5,64,87,77,830,0.3664,0.4675,0.3576,0.4675,0.3576
5678133,Sensor interfaces,41,9,175,345,393,3519,0.4395,0.4185,0.3525,0.4395,0.3525
5605098,Data bus,34,6,371,969,121,5943,0.3495,0.4569,0.3938,0.4569,0.3495
5698033,Communication circuits,6,2,723,50,163,18908,0.3882,0.3448,0.3732,0.3882,0.3448
5679146,Data transfer,726,83,521,10955,3835,16692,0.4971,0.4843,0.344,0.4971,0.344
5674418,Bus communication,5,11,431,82,87,3932,0.3433,0.535,0.4475,0.535,0.3433
5655837,Power electronic systems,47,20,38,190,454,502,0.4943,0.4857,0.3429,0.4943,0.3429
5600060,Bus systems,27,65,161,930,1830,3312,0.3323,0.5136,0.3477,0.5136,0.3323
5801942,Bus (computing),9,11,239,221,155,4660,0.3295,0.4991,0.3633,0.4991,0.3295
5682649,Vehicle electronics,77,10,126,1165,108,3105,0.4168,0.5119,0.3283,0.5119,0.3283
5680272,Brake systems,298,35,691,18272,2869,29572,0.3492,0.414,0.3276,0.414,0.3276
6223244,Transmission rate,43,13,1159,934,3017,17287,0.374,0.3185,0.4422,0.4422,0.3185
5908918,System bus,5,4,108,131,498,1475,0.3144,0.3334,0.3682,0.3682,0.3144
5661965,Brake pressure,13,5,118,223,129,3326,0.3613,0.4366,0.3143,0.4366,0.3143
5823039,Electric vehicle,2170,236,1247,203755,46532,83241,0.3738,0.4079,0.3028,0.4079,0.3028
5738809,Hydraulic brake,24,7,142,690,463,5007,0.341,0.3854,0.3013,0.3854,0.3013
6178169,Engineering controls,184,16,281,3330,1199,12344,0.4316,0.3983,0.301,0.4316,0.301
5690893,Automotive electronics,1918,32,61,11433,846,1715,0.6287,0.492,0.2991,0.6287,0.2991
5698322,Powertrain control module,648,2,3,789,8,36,0.7071,0.5216,0.2976,0.7071,0.2976
5600038,Bus structure,1,2,28,17,68,655,0.3108,0.396,0.2971,0.396,0.2971
5680859,Brake pedals,84,7,260,2129,188,11747,0.3812,0.4439,0.297,0.4439,0.297
5726480,Active steering,17,4,23,520,377,511,0.3293,0.351,0.2965,0.351,0.2965
5693175,Battery management system,170,9,267,5215,1431,12451,0.3876,0.3351,0.2952,0.3876,0.2952
5597524,Power electronics technologies,48,9,14,301,166,287,0.4636,0.4737,0.2914,0.4737,0.2914
5726376,Electronic stability control,46,5,22,1868,1318,385,0.3321,0.2914,0.3114,0.3321,0.2914
5696750,Control unit,2880,241,4247,16825,4003,469850,0.6563,0.6097,0.2882,0.6563,0.2882
5905792,Steering ratio,29,4,7,266,42,144,0.4235,0.4849,0.2783,0.4849,0.2783
6075127,Electric bus,73,10,43,5901,1121,1498,0.2934,0.3615,0.2762,0.3615,0.2762
5787903,Advanced driver assistance systems,220,12,23,9079,2817,685,0.3712,0.3162,0.2754,0.3712,0.2754
5732546,Vehicle,3318,532,6907,491781,158816,991878,0.3469,0.3994,0.275,0.3994,0.275
5659182,Communication technique,6,3,995,246,926,4614,0.2902,0.2734,0.5452,0.5452,0.2734
5692181,Traction control system,25,3,13,1129,373,342,0.3114,0.3281,0.273,0.3281,0.273
5703358,Charge control,32,4,291,1329,1336,18006,0.3222,0.2732,0.2722,0.3222,0.2722
5702024,Steering wheel,450,15,522,28165,1702,38496,0.3595,0.3689,0.2711,0.3689,0.2711
5633005,Charging vehicles,23,1,41,404,77,1551,0.3738,0.3345,0.2695,0.3738,0.2695
5703459,Master cylinder,17,4,123,835,85,6480,0.298,0.4418,0.2665,0.4418,0.2665
5721596,Bus network,11,15,94,812,913,1195,0.2658,0.4104,0.3701,0.4104,0.2658
6122592,Invertible module,3,2,43,43,94,1749,0.3402,0.3775,0.2655,0.3775,0.2655
5726467,Steering,657,39,898,43153,16398,83193,0.3679,0.302,0.265,0.3679,0.265
5670842,Transfer rate,86,10,204,2099,4892,4877,0.3845,0.2644,0.3435,0.3845,0.2644
5741308,Speed sensor,40,3,318,3116,545,22813,0.2841,0.3057,0.262,0.3057,0.262
5625362,Electric automobiles,13,1,406,1095,96,25302,0.2584,0.3226,0.2797,0.3226,0.2584
5620618,Charge (electric),742,72,1024,46890,15465,103724,0.3745,0.3659,0.2581,0.3745,0.2581
5707364,Active safety,80,4,35,4224,1111,1520,0.3268,0.2843,0.2572,0.3268,0.2572
5659545,Vehicle steering,11,2,87,705,215,4791,0.2738,0.3296,0.2566,0.3296,0.2566
6176335,Vehicle-to-everything,137,10,37,2588,402,1670,0.4168,0.4265,0.2557,0.4265,0.2557
5678578,Steering control,113,2,221,593,780,8457,0.506,0.2535,0.3059,0.506,0.2535
5601506,Traction control,97,4,28,3638,226,1245,0.356,0.3817,0.2518,0.3817,0.2518
5705931,Bus monitor,1,3,31,50,39,378,0.2507,0.4651,0.3453,0.4651,0.2507
5643484,Mechanical brake,7,1,48,144,117,2456,0.3353,0.3108,0.2506,0.3353,0.2506
5726847,Brake,299,49,1154,57847,13595,130680,0.2567,0.3363,0.2505,0.3363,0.2505
6227846,Platoon,12,17,23,1135,2795,965,0.2498,0.3473,0.2523,0.3473,0.2498
5895671,School bus,117,2,20,10693,453,853,0.2946,0.2847,0.2485,0.2946,0.2485
5679199,Wiring harnesses,162,6,418,8076,198,38851,0.3487,0.4258,0.2473,0.4258,0.2473
5668456,Emergency brakes,189,5,114,10544,679,7612,0.344,0.3325,0.2467,0.344,0.2467
5620312,Electric brakes,13,1,63,833,128,3645,0.2766,0.3057,0.2463,0.3057,0.2463
5685948,Automotive electrics,946,11,10,8091,150,372,0.5592,0.501,0.2458,0.5592,0.2458
5889016,Range extender (vehicle),31,3,23,1446,294,1070,0.3136,0.3432,0.2458,0.3432,0.2458
5608253,Commercial vehicles,392,12,99,47585,1693,6501,0.3012,0.3497,0.2454,0.3497,0.2454
5604102,Vehicle safety,123,12,84,4643,852,5318,0.3617,0.3948,0.2449,0.3948,0.2449
5726634,Regenerative brake,134,10,58,3229,2071,3386,0.3978,0.3212,0.2442,0.3978,0.2442
5703354,On-board diagnostics,31,11,19,891,196,864,0.3468,0.4821,0.2437,0.4821,0.2437
5692207,Vehicle dynamics,75,19,38,1146,9592,2020,0.4146,0.2737,0.2434,0.4146,0.2434
6056643,Technical (vehicle),41,8,707,1475,1049,77419,0.3395,0.3448,0.243,0.3448,0.243
6345508,New energy,141,9,527,15973,5842,53576,0.2828,0.2446,0.2427,0.2828,0.2427
5809611,Communications system,126,37,1594,21627,35503,157039,0.249,0.2412,0.2747,0.2747,0.2412
5687545,Engine control systems,5,1,30,441,175,1311,0.241,0.2884,0.2541,0.2884,0.241
5696047,Control system,422,91,3088,60402,95598,497528,0.2905,0.2507,0.2406,0.2905,0.2406
5758033,High beam,58,1,65,3217,415,3919,0.3155,0.2403,0.2438,0.3155,0.2403
5805625,Charging station,452,30,150,26257,5303,11708,0.3655,0.3563,0.2399,0.3655,0.2399
5726443,Automotive Safety Integrity Level,28,2,1,145,97,24,0.4594,0.3758,0.2395,0.4594,0.2395
5628543,Electric trucks,136,1,13,13389,217,574,0.2923,0.2772,0.2395,0.2923,0.2395
5794949,Autonomous car,122,8,5,18524,1329,174,0.2575,0.3299,0.2392,0.3299,0.2392
5658631,Vehicle drives,49,3,250,2550,1094,22499,0.3162,0.2638,0.2391,0.3162,0.2391
5832518,Functional safety,131,14,32,2590,1357,1806,0.412,0.3786,0.2363,0.412,0.2363
5679251,Power steering systems,38,1,41,2278,226,2463,0.3012,0.2737,0.236,0.3012,0.236
5664474,DC (direct current),84,14,271,1135,2155,26484,0.427,0.3472,0.2345,0.427,0.2345
5861366,Master control,5,1,477,499,179,44547,0.2336,0.2872,0.2497,0.2872,0.2336
5663372,Communication technology,160,27,1267,19993,27114,22962,0.2789,0.233,0.4277,0.4277,0.233
5631751,Valves (electronic),11,5,208,815,337,19487,0.2656,0.376,0.2327,0.376,0.2327
5922322,Wave radar,23,3,72,1144,1603,5279,0.3034,0.2403,0.2313,0.3034,0.2313
5811651,Control bus,1,3,81,73,295,1869,0.2311,0.343,0.3217,0.343,0.2311
6144959,Buses,120,6,28,25945,2283,1332,0.2311,0.2727,0.2475,0.2727,0.2311
5661047,Brake torque,8,1,54,110,407,3722,0.3633,0.2413,0.2309,0.3633,0.2309
5680668,Driving control systems,7,2,41,52,208,2659,0.3984,0.3314,0.2305,0.3984,0.2305
5726863,Brake force,29,5,152,894,519,13554,0.3407,0.3502,0.2303,0.3502,0.2303
5679702,Mobile communication,39,8,386,6196,4416,42240,0.2346,0.253,0.2302,0.253,0.2302
5660901,FPGA (field programmable gate array),12,9,70,706,1439,5206,0.2804,0.3348,0.2298,0.3348,0.2298
5725970,Starting systems,12,3,39,1189,223,2526,0.2469,0.3591,0.2298,0.3591,0.2298
5654148,Hydrogen fuel cells,114,2,53,15748,1157,3093,0.2646,0.2296,0.2427,0.2646,0.2296
5758574,Low beam,12,2,44,431,157,2973,0.3128,0.347,0.2292,0.347,0.2292
6056851,Gigabit Ethernet,24,3,17,3729,330,675,0.2282,0.3369,0.2504,0.3369,0.2282
5726397,Power steering,145,9,115,9330,1034,9872,0.3267,0.3559,0.2281,0.3559,0.2281
5650578,Centralized control,33,4,469,2054,1507,55206,0.2959,0.2662,0.2276,0.2959,0.2276
5703458,Car controls,4,3,60,420,133,1968,0.2273,0.3906,0.2874,0.3906,0.2273
5818560,Direct memory access,7,3,37,155,238,2465,0.3308,0.3553,0.227,0.3553,0.227
5726635,Electric vehicle battery,68,8,45,9254,2235,3153,0.2558,0.2965,0.227,0.2965,0.227
5884289,Power supply,392,41,3866,48282,16954,758076,0.3001,0.3042,0.2268,0.3042,0.2268
5717212,Ignition timing,27,3,35,159,1157,2315,0.4497,0.2606,0.2266,0.4497,0.2266
6236778,Smart city,137,17,1262,14984,16867,9830,0.2848,0.2264,0.5077,0.5077,0.2264
5818505,Direct current,117,21,984,4566,17101,139291,0.3579,0.2441,0.2263,0.3579,0.2263
5857482,Automobiles,191,26,2772,49847,9489,298760,0.2257,0.303,0.2782,0.303,0.2257
5738834,Brake fluid,29,1,40,1296,97,2795,0.3151,0.322,0.2249,0.322,0.2249
6299967,Data rate,108,16,123,1975,3896,11279,0.4137,0.3194,0.2246,0.4137,0.2246
5726377,Active suspension,26,3,43,1210,2112,1204,0.3101,0.224,0.2918,0.3101,0.224
5882591,Plug-in hybrid,304,7,13,25116,1470,716,0.3252,0.3134,0.2239,0.3252,0.2239
5878498,Park system,25,8,62,4178,1360,4526,0.2239,0.3285,0.229,0.3285,0.2239
5586197,Passenger cars,339,18,94,25849,2714,8186,0.3349,0.3543,0.2238,0.3543,0.2238
5726910,Automatic braking,31,4,39,1830,218,2781,0.2981,0.3853,0.223,0.3853,0.223
5665619,Utility vehicles,65,1,48,12504,302,3632,0.2291,0.2574,0.2225,0.2574,0.2225
5795063,Auxiliary power,24,6,111,1970,602,10349,0.2707,0.3568,0.2217,0.3568,0.2217
5664090,Charging equipment,42,1,91,1281,79,8131,0.3505,0.3331,0.2215,0.3505,0.2215
6082049,Throttle position sensor,25,2,5,285,13,245,0.4033,0.4942,0.2192,0.4942,0.2192
5664428,Angle sensors,19,3,173,994,355,18017,0.2961,0.3311,0.2191,0.3311,0.2191
5703377,Battery electric vehicle,175,14,11,7404,1767,639,0.3631,0.3603,0.2182,0.3631,0.2182
5627625,Charging (batteries),749,54,820,48455,10182,124558,0.3729,0.3673,0.2164,0.3729,0.2164
6413452,USB 3.0 (USB),25,2,9,2201,41,512,0.2668,0.4259,0.2163,0.4259,0.2163
5726872,Vehicle brake,7,3,151,1019,400,8686,0.2163,0.3239,0.2638,0.3239,0.2163
5664137,Serial interfaces,17,1,39,439,132,3073,0.3399,0.304,0.2162,0.3399,0.2162
6254755,16-bit,25,1,16,1465,627,1020,0.2944,0.2162,0.2171,0.2944,0.2162
5693260,Battery (electricity),1123,87,990,66223,53726,157491,0.3939,0.29,0.2159,0.3939,0.2159
5703311,Cruise control,244,14,30,13533,2053,2241,0.3512,0.3504,0.2158,0.3512,0.2158
5679295,Brake lights,33,2,16,1877,58,1046,0.3018,0.4053,0.2154,0.4053,0.2154
5703363,Battery pack,491,14,613,28013,4158,88465,0.3694,0.3036,0.215,0.3694,0.215
5705474,Cruising (driving),37,3,10,3445,119,598,0.27,0.397,0.2146,0.397,0.2146
5641020,Vehicle bodies,20,5,835,815,673,130371,0.3139,0.3331,0.2143,0.3331,0.2143
5641375,Integral control,23,3,158,758,2533,14101,0.3315,0.2139,0.231,0.3315,0.2139
5588856,Transmission speed,35,3,90,574,302,8985,0.3885,0.3417,0.2138,0.3885,0.2138
5679703,Mobile communication systems,2,1,316,182,656,8700,0.2263,0.2137,0.3422,0.3422,0.2137
5879189,PCI bus,1,2,29,98,15,553,0.2137,0.4847,0.3111,0.4847,0.2137
5704920,Systems architecture,68,13,61,2335,9389,5563,0.3544,0.244,0.2133,0.3544,0.2133
5604027,Chassis (vehicle),52,3,179,1587,542,20370,0.3554,0.306,0.213,0.3554,0.213
5656321,Driving behavior,26,10,45,1468,2570,3886,0.2975,0.3061,0.2125,0.3061,0.2125
5591459,Automobile electrics,5,5,85,723,33,2459,0.2125,0.5213,0.3044,0.5213,0.2125
5833381,Gate array,24,11,73,1143,4461,7076,0.307,0.2792,0.212,0.307,0.212
5823907,Emergency brake (train),22,1,9,394,61,549,0.3716,0.3475,0.2118,0.3716,0.2118
5682646,Automobile electronics,5,3,180,736,44,2948,0.2116,0.4568,0.3692,0.4568,0.2116
5619044,Single-chip microcomputers,1,1,325,75,160,42664,0.2283,0.2933,0.2113,0.2933,0.2113
5725823,Ignition coil,21,2,36,2332,79,3013,0.2488,0.3873,0.2109,0.3873,0.2109
5698935,Connected vehicle,194,19,26,4231,1703,2030,0.4171,0.3911,0.2108,0.4171,0.2108
5867414,Motor control,120,11,575,7993,12626,51335,0.3198,0.2104,0.2574,0.3198,0.2104
5794886,Automotive battery,26,2,10,5474,920,263,0.2092,0.2431,0.2681,0.2681,0.2092
5864540,Mild hybrid,164,3,6,5568,208,357,0.3795,0.3633,0.2082,0.3795,0.2082
5678738,Industrial communications,39,1,8,1973,223,508,0.3136,0.2758,0.2077,0.3136,0.2077
5652309,Vehicle lighting,24,1,46,1901,101,4290,0.2731,0.3199,0.2077,0.3199,0.2077
5803049,Bus,246,145,2049,84718,15527,64845,0.2072,0.4406,0.3923,0.4406,0.2072
6070507,Common rail,9,7,35,808,1339,3081,0.2484,0.3188,0.2071,0.3188,0.2071
5789905,Alternating current,68,12,540,2082,6360,83596,0.3619,0.2627,0.2066,0.3619,0.2066
5590275,AC (alternating current),43,5,135,824,939,15733,0.3827,0.313,0.206,0.3827,0.206
5699085,Power module,196,15,475,5480,4733,72410,0.3985,0.301,0.2057,0.3985,0.2057
5677993,Power supply systems,22,7,265,894,3056,35757,0.3159,0.2672,0.2055,0.3159,0.2055
5713695,Centralized computing,68,1,26,490,217,2212,0.4652,0.2772,0.2052,0.4652,0.2052
5625301,Electric drives,268,25,181,7126,3890,22838,0.4121,0.3607,0.2049,0.4121,0.2049
6095037,Control,5113,405,11273,533623,1068427,2246073,0.3971,0.2047,0.2551,0.3971,0.2047
5803795,Car model,83,4,7,9156,782,461,0.2741,0.3065,0.2037,0.3065,0.2037
6154285,Automated driving system,32,4,7,1147,437,464,0.3336,0.3427,0.2033,0.3427,0.2033
5747234,Dc (electrical energy),35,6,58,205,457,5902,0.458,0.3733,0.2032,0.458,0.2032
5697576,Power semiconductor device,102,17,41,1763,5399,3973,0.4157,0.303,0.2032,0.4157,0.2032
5824456,Energy recovery,47,6,94,5307,6687,10677,0.2615,0.2046,0.2026,0.2615,0.2026
5664097,Brake cylinders,2,1,38,162,46,3678,0.2329,0.3639,0.2022,0.3639,0.2022
5675717,Drive systems,389,23,328,20317,6366,48215,0.3696,0.3185,0.2021,0.3696,0.2021
5611396,Suspension systems (vehicles),53,4,50,1953,1372,5049,0.3438,0.2716,0.2017,0.3438,0.2017
5605373,Data communication,56,13,258,3032,2394,36285,0.3164,0.3343,0.2017,0.3343,0.2017
5705669,Energy management,172,30,86,18117,22272,9681,0.2928,0.2563,0.2016,0.2928,0.2016
6315409,Control (management),394,57,805,14612,105433,119856,0.3999,0.201,0.2178,0.3999,0.201
5640721,Driving speed,7,2,59,699,552,6218,0.2381,0.2731,0.2009,0.2731,0.2009
5592798,Transmission of data,22,6,99,573,781,11645,0.3455,0.3395,0.2006,0.3455,0.2006
5610697,Interfaces (hardware),21,5,49,1084,481,5041,0.2993,0.3546,0.2001,0.3546,0.2001
5585869,Safety systems,195,8,72,17031,2569,8061,0.3098,0.2877,0.1993,0.3098,0.1993
5845967,Intelligibility (communication),34,9,210,6042,9546,29446,0.2244,0.2128,0.1987,0.2244,0.1987
5844626,Industrial Ethernet,12,1,21,2536,323,1292,0.1987,0.2537,0.2235,0.2537,0.1987
5744472,Signal (electrical energy),20,2,153,218,250,20188,0.4007,0.3196,0.1983,0.4007,0.1983
5683921,Voice control,44,2,81,12027,691,9406,0.1999,0.2602,0.1983,0.2602,0.1983
5847017,Intrusion detection system,19,48,12,1615,12336,972,0.2642,0.3414,0.1978,0.3414,0.1978
5598408,Braking (deceleration),32,3,40,297,233,4083,0.4256,0.3565,0.1975,0.4256,0.1975
5674550,Deceleration (braking),32,3,40,297,233,4083,0.4256,0.3565,0.1975,0.4256,0.1975
5679210,Gears (steering),29,1,122,1741,215,15578,0.2957,0.2776,0.1974,0.2957,0.1974
5680346,Doors (vehicle),55,1,248,3333,222,36574,0.3084,0.276,0.1973,0.3084,0.1973
5815159,Data acquisition,44,21,624,4676,26703,111449,0.2645,0.2128,0.1973,0.2645,0.1973
5843499,Ignition system,44,9,32,1539,12236,2979,0.3428,0.1971,0.2022,0.3428,0.1971
5809543,Communication,584,126,2752,272968,269138,542685,0.1971,0.2021,0.2183,0.2183,0.1971
5630354,Networks (circuits),7,4,144,1229,2741,19244,0.2033,0.2293,0.1964,0.2293,0.1964
5674774,Driver assistance system,360,10,37,14897,1406,3785,0.3861,0.3452,0.1963,0.3861,0.1963
5718959,Power management,163,12,165,10040,7036,22711,0.3333,0.2561,0.1962,0.3333,0.1962
5678580,Steering assistance,42,1,15,1141,76,1307,0.3582,0.3352,0.196,0.3582,0.196
5924103,Wired communication,6,1,44,175,398,4699,0.3113,0.2425,0.196,0.3113,0.196
5832297,Fuel injection,73,22,125,4868,4510,16372,0.3083,0.3391,0.1958,0.3391,0.1958
5701296,Communications data,19,3,107,1084,696,13697,0.2906,0.2905,0.1952,0.2906,0.1952
5621846,Electric control,23,7,587,1906,1694,106711,0.2694,0.3032,0.1948,0.3032,0.1948
5822947,Electric car,780,39,52,100845,2010,5826,0.3141,0.4511,0.1947,0.4511,0.1947
5614170,Torque control,13,3,49,520,3449,4798,0.3061,0.1942,0.2054,0.3061,0.1942
5648212,Communication lines,7,1,83,825,536,10232,0.2282,0.2249,0.1942,0.2282,0.1942
5718095,Real-time data,123,12,104,10695,5430,13438,0.2994,0.2731,0.1941,0.2994,0.1941
5698847,Twisted pair,14,1,31,638,408,3167,0.2991,0.2412,0.194,0.2991,0.194
5693226,Hybrid power,42,8,81,3564,5118,10013,0.2791,0.2437,0.1936,0.2791,0.1936
5627906,Fuel (engine),292,44,242,17386,13981,37356,0.3508,0.3236,0.1932,0.3508,0.1932
5615800,Traffic accidents,25,6,142,3688,8052,12776,0.2339,0.1931,0.2284,0.2339,0.1931
5738828,Braking distance,14,1,22,401,458,2197,0.3293,0.2338,0.193,0.3293,0.193
5660058,Switching control,12,3,259,1694,1724,40638,0.2255,0.236,0.193,0.236,0.193
5660982,Wheel slip,11,4,15,251,351,1395,0.3386,0.3551,0.1921,0.3551,0.1921
5666124,Power assisting,25,1,161,1952,973,12172,0.2748,0.1913,0.2437,0.2748,0.1913
6296889,Driving range,160,6,16,3894,1170,1529,0.4031,0.3149,0.1912,0.4031,0.1912
5661173,Transmission method,5,5,337,110,982,57587,0.3248,0.3104,0.1905,0.3248,0.1905
5920516,View camera,60,1,16,3726,290,1556,0.3087,0.2596,0.1902,0.3087,0.1902
5696409,Fault tolerance,28,15,77,2309,21583,9927,0.2731,0.2002,0.1898,0.2731,0.1898
5693403,Hydrogen fuel,137,4,58,23834,5214,4562,0.2495,0.1898,0.2227,0.2495,0.1898
5858884,Low voltage,163,22,424,11477,18329,77006,0.3239,0.2434,0.1896,0.3239,0.1896
5838356,Hardware architecture,19,3,16,380,3730,1286,0.3591,0.1895,0.202,0.3591,0.1895
5832285,Fuel cell vehicle,30,1,40,6442,1009,2689,0.2099,0.1892,0.2276,0.2276,0.1892
5662392,Platform (vehicle),255,13,172,10169,1637,26153,0.3782,0.3588,0.1891,0.3782,0.1891
5698327,Engine control unit,46,6,21,1456,487,2141,0.3502,0.3694,0.1889,0.3694,0.1889
5824514,Engine braking,21,2,13,737,351,1253,0.3259,0.3,0.1882,0.3259,0.1882
5908978,System on module,32,1,147,2187,1032,13038,0.2895,0.188,0.2301,0.2895,0.188
5837002,Grid connection,52,16,101,4384,14792,14111,0.2835,0.2302,0.1878,0.2835,0.1878
5665512,Charge,844,53,1699,375707,115906,245903,0.2075,0.1878,0.2364,0.2364,0.1878
5697965,Galvanic isolation,19,2,15,442,1131,1502,0.3492,0.231,0.1877,0.3492,0.1877
5712933,Data conversion,6,1,61,470,839,7748,0.2507,0.2007,0.1876,0.2507,0.1876
5657535,Driving mode,204,3,129,7290,564,19032,0.3819,0.3038,0.1871,0.3819,0.1871
5714291,Data buffer,2,1,31,111,200,3491,0.2548,0.2813,0.1871,0.2813,0.1871
5728793,Data exchange,42,11,88,4121,5186,12148,0.2691,0.2684,0.1869,0.2691,0.1869
5768492,Ethernet,59,17,118,20217,1876,7763,0.1866,0.3754,0.2485,0.3754,0.1866
5744335,Upgrade (software),57,1,32,7039,313,3655,0.2589,0.2554,0.1865,0.2589,0.1865
5691827,Intelligent control,28,6,364,1328,5489,67509,0.3104,0.217,0.1857,0.3104,0.1857
5926834,Autonomous Vehicles,446,45,107,43516,10109,15680,0.3218,0.3507,0.185,0.3507,0.185
5912823,Three-phase,80,34,286,3378,18827,50817,0.3428,0.2785,0.1849,0.3428,0.1849
5752123,Control function,62,5,183,1898,2518,30223,0.3596,0.2512,0.184,0.3596,0.184
5687666,Differential signaling,6,1,61,399,596,8296,0.2616,0.219,0.1826,0.2616,0.1826
6332899,Integrative level,34,2,105,242,361,15867,0.4441,0.2984,0.1825,0.4441,0.1825
6258954,System,3175,457,12006,925794,774943,4382584,0.2784,0.2462,0.182,0.2784,0.182
5680681,Transmission controls,39,9,96,1660,860,14392,0.3254,0.3684,0.1819,0.3684,0.1819
5684748,Vehicle chassis,10,1,54,379,194,7276,0.3047,0.2829,0.1817,0.3047,0.1817
5651479,Load (electric),81,35,227,3110,8324,40275,0.35,0.3387,0.1816,0.35,0.1816
5794866,Automobile engines,12,3,81,1399,375,11799,0.2368,0.3278,0.1815,0.3278,0.1815
5583333,PWM (pulse width modulation),12,7,50,483,1113,6676,0.3042,0.33,0.1814,0.33,0.1814
5685185,Electrics,3633,317,3276,1048481,274105,937503,0.283,0.2949,0.1812,0.2949,0.1812
5661165,Control units (data processing),14,7,37,25,30,4686,0.5077,0.5589,0.1811,0.5589,0.1811
5894341,Safety integrity level,33,1,2,204,246,150,0.4525,0.2689,0.1811,0.4525,0.1811
5732553,Vehicle design,84,10,11,3572,898,1128,0.3434,0.3747,0.1808,0.3747,0.1808
5845940,Intelligent Network,11,4,86,3092,1169,3388,0.1807,0.2812,0.2817,0.2817,0.1807
5662693,Frictional brakes,17,1,19,435,148,2151,0.3405,0.2976,0.1805,0.3405,0.1805
5703103,Idle (engine),66,1,27,923,302,3268,0.4168,0.2574,0.1804,0.4168,0.1804
5656013,Backup power,79,1,26,3856,320,3132,0.3321,0.2542,0.1802,0.3321,0.1802
6078179,Power Grid,199,44,320,22492,14822,61867,0.2907,0.3195,0.1802,0.3195,0.1802
5675729,Car body,17,6,110,1003,1010,17287,0.2865,0.3236,0.1802,0.3236,0.1802
5780559,Baud rate,3,1,31,668,173,1021,0.1796,0.289,0.2738,0.289,0.1796
5916278,Truck driver,42,1,7,15064,1026,494,0.1793,0.1883,0.1993,0.1993,0.1793
5663569,Millimeter wave,71,12,94,5658,13846,14646,0.2938,0.2116,0.1788,0.2938,0.1788
5678288,Power IC,46,1,2,999,185,157,0.3757,0.2854,0.1785,0.3757,0.1785
5719089,State of charge,99,21,67,3541,9347,9927,0.3616,0.2858,0.1777,0.3616,0.1777
5740932,Serial port,6,2,288,1582,764,20846,0.1775,0.2546,0.2591,0.2591,0.1775
5680960,Climate controls,180,1,26,10802,1246,2110,0.3375,0.1774,0.2083,0.3375,0.1774
5904139,Speed limit,100,7,59,10182,3019,8581,0.2834,0.2679,0.1774,0.2834,0.1774
5694224,Unmanned vehicles,10,1,78,1936,1259,7296,0.202,0.1769,0.2155,0.2155,0.1769
5719043,Power management system,24,2,25,698,727,3147,0.3402,0.2573,0.1768,0.3402,0.1768
5645240,Fault detection,20,12,118,632,13746,19669,0.3313,0.2121,0.1768,0.3313,0.1768
6345030,Ada,63,2,14,11334,2879,763,0.2334,0.1765,0.2256,0.2334,0.1765
5805714,Chassis,53,5,202,9947,3052,37561,0.2276,0.2394,0.1765,0.2394,0.1765
6080710,Evolution (term),9,4,127,2623,4553,8280,0.1763,0.198,0.2505,0.2505,0.1763
5713438,Control logic,10,3,72,306,1437,11035,0.3187,0.2469,0.1762,0.3187,0.1762
5701071,Collision avoidance (networking),24,4,5,349,409,489,0.3864,0.3464,0.176,0.3864,0.176
5604058,Vehicle equipment,58,14,50,2448,703,7218,0.3346,0.4224,0.1759,0.4224,0.1759
5589648,Distributed control,10,8,66,2147,2990,10025,0.1956,0.2784,0.1757,0.2784,0.1757
5871129,Network controllability,8,8,82,1050,5845,12980,0.2239,0.2355,0.1756,0.2355,0.1756
5690933,Internet of things,286,55,506,153624,74612,76407,0.1755,0.2234,0.2076,0.2234,0.1755
5653858,System voltage,13,8,19,295,444,2327,0.3423,0.4013,0.1752,0.4013,0.1752
